site_id,known_bug_id,known_bug_type,known_severity,selector,action_hints,detected,detection_count,detected_types,max_confidence,mapping_result,mapping_evidence,detection_id
site021,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""스펙 비교 가이드 스펙 비교 가이드  "", ""clicked_name"": ""스펙 비교 가이드"", ""clicked_bid"": ""37"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""37"", ""data_bug_id"": """", ""name"": ""스펙 비교 가이드"", ""text"": ""스펙 비교 가이드"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0001
site021,,,,,,True,1,api-forbidden,0.8,FP_REVIEW,"{""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_contains_forbidden"": true, ""target"": {""bid"": ""37"", ""data_bug_id"": """", ""name"": ""스펙 비교 가이드"", ""text"": ""스펙 비교 가이드"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0002
site021,,,,,,True,1,api-forbidden,0.8,FP_REVIEW,"{""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_contains_forbidden"": true, ""target"": {""bid"": ""60"", ""data_bug_id"": ""site021-bug01"", ""name"": ""site021-bug01 비교함 열기"", ""text"": ""site021-bug01 비교함 열기"", ""role"": ""button"", ""tag"": ""button"", ""clickable"": true, ""visible"": false, ""visibility"": 0.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": ""[data-bug-id=\""site021-bug01\""]"", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0003
site021,,,,,,True,1,api-forbidden,0.8,FP_REVIEW,"{""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_contains_forbidden"": true, ""target"": {""bid"": ""96"", ""data_bug_id"": """", ""name"": ""element-96"", ""text"": ""element-96"", ""role"": ""generic"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 0.46, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0004
site021,,,,,,True,1,api-forbidden,0.8,FP_REVIEW,"{""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_contains_forbidden"": true, ""target"": {""bid"": ""48"", ""data_bug_id"": """", ""name"": ""element-48"", ""text"": ""element-48"", ""role"": ""generic"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0005
site021,,,,,,True,1,api-forbidden,0.8,FP_REVIEW,"{""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_contains_forbidden"": true, ""target"": {""bid"": ""55"", ""data_bug_id"": """", ""name"": ""AudioPro"", ""text"": ""AudioPro"", ""role"": ""radio"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0006
site021,,,,,,True,1,api-forbidden,0.8,FP_REVIEW,"{""before_url"": ""http://localhost:9240/"", ""after_url"": ""http://localhost:9240/"", ""page_text_contains_forbidden"": true, ""target"": {""bid"": ""51"", ""data_bug_id"": """", ""name"": ""element-51"", ""text"": ""element-51"", ""role"": ""generic"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site021-detection-0007
site022,site022-auto-01,duplicated-rendering,,,click_element;fill_input;inspect_dom,False,0,,,FN,,
site022,,,,,,True,1,duplicated-rendering,0.85,FP_REVIEW,"{""duplicated_titles"": {""10 best travel destinations for the upcoming season 10 best travel destinations for the upcoming season"": 3}, ""visible_duplicate_candidates"": {""10 best travel destinations for the upcoming season 10 best travel destinations for the upcoming season"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site022-detection-0001
site022,,,,,,True,1,layout-overlap,0.9,FP_REVIEW,"{""layout_overlap_count"": 49, ""viewport_width"": 375, ""viewport_height"": 812, ""viewport_type"": ""mobile"", ""mobile_viewport"": true, ""action_type"": ""change_viewport_mobile""}",site022-detection-0002
site023,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""CONTACT CONTACT  "", ""clicked_name"": ""CONTACT"", ""clicked_bid"": ""25"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9242/"", ""after_url"": ""http://localhost:9242/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""25"", ""data_bug_id"": """", ""name"": ""CONTACT"", ""text"": ""CONTACT"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site023-detection-0001
site023,,,,,,True,1,duplicated-rendering,0.85,FP_REVIEW,"{""duplicated_titles"": {""site023-bug02 site023-bug02"": 2, ""site023-bug01 site023-bug01"": 2, ""golden hour golden hour"": 4}, ""visible_duplicate_candidates"": {""golden hour golden hour"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site023-detection-0002
site025,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""Pizza Pizza  "", ""clicked_name"": ""Pizza"", ""clicked_bid"": ""53"", ""clicked_role"": ""radio"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9244/"", ""after_url"": ""http://localhost:9244/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""53"", ""data_bug_id"": """", ""name"": ""Pizza"", ""text"": ""Pizza"", ""role"": ""radio"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site025-detection-0001
site025,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""   "", ""clicked_name"": """", ""clicked_bid"": ""22"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9244/"", ""after_url"": ""http://localhost:9244/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""22"", ""data_bug_id"": """", ""name"": """", ""text"": """", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site025-detection-0002
site026,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""AI 템플릿 추천 AI 템플릿 추천  "", ""clicked_name"": ""AI 템플릿 추천"", ""clicked_bid"": ""37"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9245/"", ""after_url"": ""http://localhost:9245/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""37"", ""data_bug_id"": """", ""name"": ""AI 템플릿 추천"", ""text"": ""AI 템플릿 추천"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site026-detection-0001
site026,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""element-26 element-26  "", ""clicked_name"": ""element-26"", ""clicked_bid"": ""26"", ""clicked_role"": ""generic"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9245/"", ""after_url"": ""http://localhost:9245/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""26"", ""data_bug_id"": """", ""name"": ""element-26"", ""text"": ""element-26"", ""role"": ""generic"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site026-detection-0002
site027,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""20분 20분  "", ""clicked_name"": ""20분"", ""clicked_bid"": ""128"", ""clicked_role"": ""statictext"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9246/"", ""after_url"": ""http://localhost:9246/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""128"", ""data_bug_id"": """", ""name"": ""20분"", ""text"": ""20분"", ""role"": ""statictext"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site027-detection-0001
site027,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""All All  "", ""clicked_name"": ""All"", ""clicked_bid"": ""47"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9246/"", ""after_url"": ""http://localhost:9246/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""47"", ""data_bug_id"": """", ""name"": ""All"", ""text"": ""All"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site027-detection-0002
site029,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""티켓 오픈 티켓 오픈  "", ""clicked_name"": ""티켓 오픈"", ""clicked_bid"": ""44"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9248/"", ""after_url"": ""http://localhost:9248/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""44"", ""data_bug_id"": """", ""name"": ""티켓 오픈"", ""text"": ""티켓 오픈"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site029-detection-0001
site030,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""MentorLink MentorLink  "", ""clicked_name"": ""MentorLink"", ""clicked_bid"": ""14"", ""clicked_role"": ""link"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9249/#top"", ""after_url"": ""http://localhost:9249/#top"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""14"", ""data_bug_id"": """", ""name"": ""MentorLink"", ""text"": ""MentorLink"", ""role"": ""link"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site030-detection-0001
site031,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""진료 진료  "", ""clicked_name"": ""진료"", ""clicked_bid"": ""46"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9250/"", ""after_url"": ""http://localhost:9250/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""46"", ""data_bug_id"": """", ""name"": ""진료"", ""text"": ""진료"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site031-detection-0001
site032,,,,,,True,1,form-no-feedback,0.75,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""44"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9251/"", ""after_url"": ""http://localhost:9251/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""44"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site032-detection-0001
site032,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""Maison Reserve Maison Reserve  "", ""clicked_name"": ""Maison Reserve"", ""clicked_bid"": ""14"", ""clicked_role"": ""link"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9251/#top"", ""after_url"": ""http://localhost:9251/#top"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""14"", ""data_bug_id"": """", ""name"": ""Maison Reserve"", ""text"": ""Maison Reserve"", ""role"": ""link"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site032-detection-0002
site032,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""element-114 element-114  "", ""clicked_name"": ""element-114"", ""clicked_bid"": ""114"", ""clicked_role"": ""generic"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9251/#top"", ""after_url"": ""http://localhost:9251/#top"", ""page_text_delta"": 11, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""114"", ""data_bug_id"": """", ""name"": ""element-114"", ""text"": ""element-114"", ""role"": ""generic"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 0.07, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site032-detection-0003
site032,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""예약 예약  "", ""clicked_name"": ""예약"", ""clicked_bid"": ""113"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9251/#top"", ""after_url"": ""http://localhost:9251/#top"", ""page_text_delta"": 3, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""113"", ""data_bug_id"": """", ""name"": ""예약"", ""text"": ""예약"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site032-detection-0004
site033,,,,,,True,1,form-no-feedback,0.75,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""30"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9252/"", ""after_url"": ""http://localhost:9252/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""30"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site033-detection-0001
site035,,,,,,True,1,form-no-feedback,0.75,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""36"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9254/"", ""after_url"": ""http://localhost:9254/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""36"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site035-detection-0001
site035,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""장바구니 장바구니  "", ""clicked_name"": ""장바구니"", ""clicked_bid"": ""35"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9254/"", ""after_url"": ""http://localhost:9254/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""35"", ""data_bug_id"": """", ""name"": ""장바구니"", ""text"": ""장바구니"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site035-detection-0002
site035,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""기업 주문 상담 기업 주문 상담  "", ""clicked_name"": ""기업 주문 상담"", ""clicked_bid"": ""45"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9254/"", ""after_url"": ""http://localhost:9254/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""45"", ""data_bug_id"": """", ""name"": ""기업 주문 상담"", ""text"": ""기업 주문 상담"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site035-detection-0003
site035,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""기념일 기념일  "", ""clicked_name"": ""기념일"", ""clicked_bid"": ""52"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9254/"", ""after_url"": ""http://localhost:9254/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""52"", ""data_bug_id"": """", ""name"": ""기념일"", ""text"": ""기념일"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site035-detection-0004
site037,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""Lookbook Lookbook  "", ""clicked_name"": ""Lookbook"", ""clicked_bid"": ""33"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9256/"", ""after_url"": ""http://localhost:9256/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""33"", ""data_bug_id"": """", ""name"": ""Lookbook"", ""text"": ""Lookbook"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site037-detection-0001
site038,,,,,,True,1,form-no-feedback,0.62,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""26"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9257/"", ""after_url"": ""http://localhost:9257/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""26"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site038-detection-0001
site038,,,,,,True,1,duplicated-rendering,0.75,FP_REVIEW,"{""duplicated_titles"": {""2024년 봄학기 수강신청 오픈 2024년 봄학기 수강신청 오픈"": 2}, ""visible_duplicate_candidates"": {""2024년 봄학기 수강신청 오픈 2024년 봄학기 수강신청 오픈"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site038-detection-0002
